#CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
15699294,"Pope",555,"Male",30,1,2,0,88147,0
15765048,"Watt",545,"Male",30,3,2,1,170307,0
15707559,"Clark",682,"Female",30,9,2,1,195105,0
15566563,"Duigan",777,"Female",30,4,1,1,5008,1
15814237,"Watkins",627,"Male",30,3,2,1,40199,0
15687852,"Vinogradoff",611,"Male",30,2,1,0,159630,0
15748995,"Ifeajuna",691,"Male",30,9,2,0,10963,0
15745433,"Conti",716,"Female",30,2,2,0,65465,0
15639252,"Shao",603,"Male",30,6,2,1,19283,0
15713426,"Hancock",637,"Male",30,1,1,1,102566,1
15598892,"Bradshaw",828,"Male",30,4,2,0,161671,0
15626898,"Teng",743,"Male",30,7,1,0,144407,0
15695097,"Chiedozie",564,"Female",30,0,2,0,134175,0
15577398,"Ch'eng",850,"Male",30,6,1,1,188809,0
15709142,"Sagese",608,"Female",30,2,2,1,132973,0
15743051,"Hamilton",694,"Male",30,10,1,1,31805,0
15733705,"Bull",577,"Female",30,8,2,0,126435,0
15757895,"Martin",569,"Male",30,6,1,0,44115,0
15770539,"Walters",792,"Male",30,1,1,1,113553,0
15589312,"Larkin",588,"Male",30,3,1,0,176859,0
15702434,"Hsieh",850,"Female",30,3,2,1,116693,0
15627830,"Nikitina",640,"Female",30,5,1,0,141446,0
15626243,"Chijioke",618,"Male",30,3,1,1,31407,0
15723658,"Voronina",712,"Female",30,6,2,1,152418,0
15743709,"Toomey",683,"Male",30,4,1,1,115187,0
15650751,"Butler",585,"Female",30,6,2,1,137758,0
15586069,"Abernathy",560,"Female",30,0,1,1,27915,0
15663987,"Wright",723,"Male",30,1,3,1,164648,1
15702601,"Wyatt",680,"Male",30,4,2,0,44385,1
15587676,"Alexeieva",699,"Male",30,9,1,1,108162,0
15617029,"Young",596,"Female",30,1,2,1,8125,0
15753462,"Godson",632,"Male",30,2,2,0,182729,0
15654891,"He",811,"Male",30,6,2,1,180591,0
15632736,"Liang",850,"Female",30,3,2,1,42933,0
15705050,"Linger",611,"Male",30,9,2,1,148888,0
15709135,"Pirozzi",691,"Male",30,7,2,0,156529,0
15593683,"Solomina",668,"Female",30,8,2,1,138466,0
15567437,"Emenike",734,"Female",30,7,1,1,76503,0
15634373,"Yang",764,"Male",30,5,2,0,105156,0
15713599,"Castiglione",728,"Male",30,10,1,0,37662,0
15635531,"Boag",575,"Female",30,8,2,1,185342,0
15632263,"Pagnotto",574,"Male",30,5,1,1,137793,0
15592123,"Buccho",768,"Male",30,6,2,1,199454,0
15699524,"Howells",466,"Female",30,3,1,1,193985,0
15626475,"Gamble",685,"Male",30,2,2,1,140889,0
15617476,"Manfrin",546,"Female",30,5,2,0,198543,0
15693637,"Ochoa",556,"Female",30,7,2,1,186648,0
15725509,"Otutodilinna",662,"Male",30,5,2,1,149588,0
15616028,"T'ao",694,"Male",30,2,3,0,15039,0
15764708,"Chiabuotu",572,"Male",30,6,1,1,100844,0
15567923,"Barese",739,"Female",30,6,1,0,122604,0
15737971,"Cowen",646,"Female",30,5,2,1,13935,0
15701364,"Doherty",724,"Male",30,10,2,1,54266,0
15699797,"Santana",737,"Male",30,8,1,0,31929,0
15775826,"Iadanza",677,"Male",30,1,1,0,174226,0
15580953,"Forbes",544,"Male",30,4,1,0,126797,0
15622370,"Boyle",813,"Male",30,1,1,0,85808,0
15643523,"Power",710,"Female",30,10,2,1,19500,0
15604732,"Milani",483,"Female",30,9,2,0,136357,0
15589401,"Allen",550,"Female",30,4,2,1,89216,0
15595036,"Doherty",726,"Male",30,7,1,1,146154,0
15745794,"Cocci",547,"Male",30,6,2,1,18472,0
15754926,"Lucchesi",512,"Female",30,6,2,1,88827,0
15654222,"Ogg",757,"Male",30,3,1,0,198341,0
15750549,"Akobundu",660,"Male",30,1,2,1,60486,0
15652981,"Robinson",600,"Male",30,2,1,1,21853,0
15578878,"Hancock",569,"Female",30,3,1,1,33230,0
15812611,"Lorimer",690,"Female",30,5,2,0,78700,0
15746704,"Jibunoh",638,"Male",30,9,2,1,106643,0
15716431,"Brookes",775,"Female",30,10,2,1,96170,0
15588839,"Mancini",606,"Male",30,8,2,1,1914,0
15589329,"Pirozzi",775,"Male",30,4,2,1,49338,0
